Symbol,Name,Sector
363260,모비데이즈,일반서비스
348030,모비릭스,IT 서비스
250060,모비스,IT 서비스
288980,모아데이타,IT 서비스
142760,모아라이프플러스,일반서비스
033200,모아텍,전기·전자
333050,모코엠시스,IT 서비스
118990,모트렉스,운송장비·부품
463480,모티브링크,전기·전자
006920,모헨즈,비금속
001810,무림SP,종이·목재
279600,미디어젠,IT 서비스
095500,미래나노텍,화학
254490,미래반도체,유통
218150,미래생명자원,음식료·담배
442900,미래에셋드림스팩1호,금융
100790,미래에셋벤처투자,금융
446190,미래에셋비전스팩2호,금융
448830,미래에셋비전스팩3호,금융
477380,미래에셋비전스팩4호,금융
477470,미래에셋비전스팩5호,금융
478440,미래에셋비전스팩6호,금융
482680,미래에셋비전스팩7호,금융
049950,미래컴퍼니,기계·장비
207760,미스터블루,IT 서비스
059090,미코,전기·전자
214610,미코바이오메드,의료·정밀기기
201490,미투온,IT 서비스
475460,미트박스,IT 서비스
452200,민테크,의료·정밀기기
418470,밀리의서재,IT 서비스
206640,바디텍메드,제약
018700,바른손,유통
035620,바른손이앤에이,오락·문화
053030,바이넥스,제약
301300,바이브컴퍼니,IT 서비스
064550,바이오니아,제약
314930,바이오다인,의료·정밀기기
208710,바이오로그디바이스,전기·전자
086820,바이오솔루션,제약
038460,바이오스마트,전기·전자
251120,바이오에프디엔씨,제약
199730,바이오인프라,일반서비스
086040,바이오톡스텍,일반서비스
099430,바이오플러스,제약
032980,바이온,유통
308080,바이젠셀,일반서비스
043150,바텍,의료·정밀기기
323990,박셀바이오,일반서비스
267790,배럴,섬유·의류
046310,백금T&A,전기·전자
331520,밸로프,IT 서비스
199480,뱅크웨어글로벌,IT 서비스
438700,버넥트,IT 서비스
066410,버킷스튜디오,통신
382900,범한퓨얼셀,전기·전자
206400,베노티앤알,건설
019010,베뉴지,유통
177350,베셀,기계·장비
457600,벡트,전기·전자
424760,벨로크,IT 서비스
225530,보광산업,비금속
250000,보라티알,유통
310210,보로노이,제약
006910,보성파워텍,금속
226340,본느,화학
014470,부방,부동산
008470,부스타,금속
338220,뷰노,IT 서비스
100120,뷰웍스,의료·정밀기기
406820,뷰티스킨,화학
337930,브랜드엑스코퍼레이션,IT 서비스
099390,브레인즈컴퍼니,IT 서비스
064480,브리지텍,IT 서비스
288330,브릿지바이오테라퓨틱스,제약
365900,브이씨,기타제조
089970,브이엠,기계·장비
251630,브이원텍,기계·장비
018290,브이티,화학
478560,블랙야크아이앤씨,섬유·의류
439580,블루엠텍,유통
033560,블루콤,전기·전자
369370,블리츠웨이스튜디오,기타제조
126340,비나텍,전기·전자
121800,비덴트,전기·전자
082800,비보존 제약,제약
318410,비비씨,화학
419540,비스토스,의료·정밀기기
146320,비씨엔씨,전기·전자
200780,비씨월드제약,제약
413640,비아이매트릭스,IT 서비스
141000,비아트론,기계·장비
083650,비에이치아이,기계·장비
445360,비엔케이제1호스팩,금융
473370,비엔케이제2호스팩,금융
065170,비엘팜텍,유통
086670,비엠티,기계·장비
335890,비올,의료·정밀기기
230980,비유테크놀러지,IT 서비스
082920,비츠로셀,전기·전자
054220,비츠로시스,전기·전자
042370,비츠로테크,금융
050090,비케이홀딩스,일반서비스
148780,비큐AI,IT 서비스
307870,비투엔,IT 서비스
377030,비트맥스,IT 서비스
032850,비트컴퓨터,IT 서비스
238200,비피도,음식료·담배
093190,빅솔론,전기·전자
065450,빅텍,의료·정밀기기
044480,빌리언스,화학
069540,빛과전자,전기·전자
072950,빛샘전자,전기·전자
451250,삐아,화학
143240,사람인,IT 서비스
466410,사이냅소프트,IT 서비스
452430,사피엔반도체,전기·전자
419120,산돌,IT 서비스
122350,삼기,운송장비·부품
419050,삼기이브이,운송장비·부품
014970,삼륭물산,종이·목재
018310,삼목에스폼,금속
053700,삼보모터스,운송장비·부품
009620,삼보산업,금속
023600,삼보판지,종이·목재
439250,삼성스팩7호,금융
448740,삼성스팩8호,금융
468510,삼성스팩9호,금융
009300,삼아제약,제약
482630,삼양엔씨켐,화학
361670,삼영에스앤씨,전기·전자
054540,삼영엠텍,금속
065570,삼영이엔씨,전기·전자
032280,삼일,운송·창고
002290,삼일기업공사,건설
037460,삼지전자,전기·전자
032750,삼진,전기·전자
054090,삼진엘앤디,기타제조
000250,삼천당제약,제약
024950,삼천리자전거,유통
038500,삼표시멘트,비금속
437730,삼현,운송장비·부품
017480,삼현철강,금속
046390,삼화네트웍스,오락·문화
027580,상보,화학
038540,상상인,IT 서비스
452670,상상인제4호스팩,금융
091580,상신이디피,전기·전자
263810,상신전자,전기·전자
089980,상아프론테크,화학
042940,상지건설,건설
042600,새로닉스,전기·전자
107600,새빗켐,화학
411080,샌즈랩,IT 서비스
252990,샘씨엔에스,전기·전자
378800,샤페론,제약
294630,서남,전기·전자
038070,서린바이오,유통
006730,서부T&D,일반서비스
079650,서산,비금속
100660,서암기계공업,기계·장비
019770,서연탑메탈,기계·장비
043710,서울리거,유통
092190,서울바이오시스,전기·전자
046890,서울반도체,전기·전자
063170,서울옥션,유통
027040,서울전자통신,전기·전자
018680,서울제약,제약
093920,서원인텍,전기·전자
189860,서전기전,전기·전자
178320,서진시스템,전기·전자
122690,서진오토모티브,운송장비·부품
140070,서플러스글로벌,유통
011370,서한,건설
065710,서호전기,전기·전자
035890,서희건설,건설
357550,석경에이티,화학
003100,선광,운송·창고
067370,선바이오,제약
217620,선샤인푸드,일반서비스
