Symbol,Name,Sector
378850,화승알앤에이,운송장비·부품
241590,화승엔터프라이즈,섬유·의류
006060,화승인더,화학
013520,화승코퍼레이션,운송장비·부품
010690,화신,운송장비·부품
133820,화인베스틸,금속
010660,화천기계,기계·장비
000850,화천기공,기계·장비
016580,환인제약,제약
032560,황금에스티,금속
004800,효성,기타금융
094280,효성ITX,일반서비스
298040,효성중공업,전기·전자
298020,효성티앤씨,화학
298000,효성화학,화학
093370,후성,화학
081660,휠라홀딩스,유통
005870,휴니드,전기·전자
079980,휴비스,화학
005010,휴스틸,금속
000540,흥국화재,보험
000545,흥국화재우,보험
003280,흥아해운,운송·창고
